厂名,注册资本,地址,产品,批准编号
南昌市奥康医疗器械有限公司,600万(元),江西省进贤县长山街新居,一次性使用口罩,赣械注准20182640036
南昌市卫康医疗器械有限公司,1,080万(元),江西省南昌市进贤县长山李长路18号,医用外科口罩,赣械注准20202140055
南昌市卫康医疗器械有限公司,1,080万(元),江西省进贤县长山街,一次性使用口罩,赣械注准20172640050
南昌市华泰医疗器械有限公司,100万(元),南昌市进贤县进长路8号附16桩,一次性使用口罩,赣械注准20192140340
南昌市凯旋医疗器械有限公司,208万(元),江西省南昌市进贤县长山街李长路,医用外科口罩,赣械注准20202140050
南昌市凯旋医疗器械有限公司,208万(元),江西省南昌市进贤县长山街李长路,一次性使用医用口罩,赣械注准20202140051
南昌市兴兴医疗器械有限公司,108万(元),江西省南昌市进贤县李渡北工业园区,一次性使用口罩,赣械注准20172640271
南昌市佳辉医疗保健用品有限公司,60万(元),江西省南昌市进贤县温圳镇前进大道200号,一次性使用口罩,赣械注准20172640054
南昌市东海医疗器材有限公司,518万(元),南昌市进贤县李渡镇世纪大道桥头,一次性使用口罩,赣械注准20152640134
南昌卫材医疗器械有限公司,1,689万(元),江西省南昌市进贤县李渡镇南工业园区,医用外科口罩,赣械注准20192140196
南昌卫材医疗器械有限公司,1,689万(元),江西省南昌市进贤县李渡镇南工业园区,一次性使用口罩,赣械注准20172640210
南昌华美医疗器械有限公司,100万(元),南昌市进贤县李渡镇南工业园区,一次性使用口罩,赣械注准20182640070
南昌华益医疗器械有限公司,150万(元),江西省进贤县李渡北工业园区,医用外科口罩,赣械注准20202140080
南昌华益医疗器械有限公司,150万(元),南昌市进贤县李渡北工业园区,一次性使用口罩,赣械注准20172640274
南昌健鹏医用器材有限公司,308万(元),南昌市进贤县进贤长山街李长路88号,一次性使用口罩,赣械注准20172640272
南昌健鹏医用器材有限公司,308万(元),南昌市进贤县长山街李长路88号,医用外科口罩,赣械注准20172640185
南昌健鹏医用器材有限公司,308万(元),南昌市进贤县长山街李长路88号,一次性使用口罩帽子,赣械注准20172640273
南京新隆医疗器械有限公司,328万(元),南京市溧水开发区胜园路13号,一次性使用医用口罩,苏械注准20192141114
南京南亚医疗器械有限公司,1,000万(元),南京市溧水区永阳街道幸庄路6-1号2栋,一次性使用医用口罩,苏械注准20202140141
华制（天津）有限公司,10,000万(元),天津市西青经济技术开发区国际工业城D6-2-1,医用外科口罩,津械注准20202140877
华制（天津）有限公司,10,000万(元),天津市西青经济技术开发区国际工业城D6-2-1,一次性使用医用口罩,津械注准20202140831
北京阳光宜康科技发展有限责任公司,2,041万(元),北京市大兴区天宫院庆丰路6号一号楼、二号楼二层、二号楼北侧平房、五号楼,一次性使用医用口罩,京械注准20202140073
北京铜牛进出口有限公司,5,000万(元),北京市密云区东吉路2号院3号楼,医用外科口罩,京械注准20202140147
北京铜牛进出口有限公司,5,000万(元),北京市密云区东吉路2号院3号楼,医用外科口罩,京械注准20202140137
北京联合康力医疗防护用品有限公司,5万(元),北京市北京经济技术开发区科创十四街11号院2号楼一层 107、108、128、129、105、106、五层 538房间,医用外科口罩,京械注准20202140043
北京联合康力医疗防护用品有限公司,5万(元),北京市北京经济技术开发区科创十四街11号院2号楼一层 107、108、128、129、105、106、五层 538房间,医用防护口罩,京械注准20202140044
北京同仁堂蜂产品（江山）有限公司,2,000万(元),浙江省衢州市江山市虎山街道麻车村荷花塘,医用外科口罩,浙械注准20202141044
北京博辉瑞进生物科技有限公司,3,344.9095万(元),北京市大兴区中关村科技园区大兴生物医药产业基地天富街9号10幢3层，北京市大兴区中关村科技园区大兴生物医药产业基地天富街9号10幢4层北侧,医用外科口罩,京械注准20202140092
北京倍舒特妇幼用品有限公司,3,000万(元),北京市密云区远光街3号,医用外科口罩,京械注准20202140074
北京中北博健科贸有限公司林州分公司,-,采桑镇西岗村,医用防护口罩,豫械注准20182640145
北京中北博健科贸有限公司林州分公司,-,采桑镇西岗村,医用外科口罩,豫械注准20172640992
北京中北博健科贸有限公司,1,060万(元),北京市顺义区民泰路13号院（科技创新功能区）2号楼3层、3号楼2层、3号楼3层,医用外科口罩,京械注准20152140475
北京中北博健科贸有限公司,1,060万(元),北京市顺义区民泰路13号院（科技创新功能区）2号楼3层、3号楼2层、3号楼3层,医用防护口罩,京械注准20152140345
北京中北博健科贸有限公司,1,060万(元),河南省林州市采桑镇西岗村,医用防护口罩,京械注准20172640749
刚松防护科技股份有限公司,5,250万(元),江苏省汾湖高新技术产业开发区汾湖湾318国道路北东,一次性使用医用口罩,苏械注准20162641298
内蒙古科日沁蒙医器械有限公司,500万(元),内蒙古通辽经济技术开发区霍林郭勒路以东，吐尔基山大街以北（内蒙古科尔沁药业有限公司院内）,一次性使用医用口罩,内械注准20202140012
内蒙古泰领海创生物科技园有限公司,1,000万(元),内蒙古自治区赤峰市红山区赤峰红山高新技术产业园区7号楼,医用外科口罩,内械注准20202140027
内蒙古泰领海创生物科技园有限公司,1,000万(元),内蒙古自治区赤峰市红山区赤峰红山高新技术产业园区7号楼,医用外科口罩,内械注准20202140026
内蒙古泰领海创生物科技园有限公司,1,000万(元),内蒙古自治区赤峰市红山区赤峰红山高新技术产业园区7号楼,一次性使用医用口罩,内械注准20202140025
内蒙古泰领海创生物科技园有限公司,1,000万(元),内蒙古自治区赤峰市红山区赤峰红山高新技术产业园区7号楼,一次性使用医用口罩,内械注准20202140024
内蒙古永康医疗器械有限公司,500万(元),乌兰浩特市工业经济开发区中央大路东侧（森辉印务内）,一次性使用医用口罩,内械注准20202140045
内蒙古恩和蒙药科技有限公司,1,500万(元),内蒙古自治区通辽市经济技术开发区辽河大街西段,一次性使用医用口罩,内械注准20202140009
内蒙古孟和制药股份有限公司,6,000万(元),内蒙古自治区通辽市科尔沁区通郑公路（原蒙药厂院内）,一次性使用医用口罩,内械注准20202140036
内蒙古好大夫医疗技术有限公司,1,000万(元),内蒙古自治区呼和浩特经济技术开发区如意工业新区阳光大街南侧18号,一次性使用医用口罩,内械注准20202140021
内蒙古多维尔生物科技股份有限公司,3,000万(元),内蒙古自治区赤峰市红山区高新技术产业开发区,一次性使用医用口罩,内械注准20202140042
内蒙古多维尔生物科技股份有限公司,3,000万(元),内蒙古自治区赤峰市红山区高新技术产业开发区,医用外科口罩,内械注准20202140043
内蒙古博康医疗科技发展股份有限公司,3,000万(元),内蒙古自治区呼和浩特市赛罕区黄合少镇集贤村,一次性使用医用口罩,内械注准20202140032
内蒙古博康医疗科技发展股份有限公司,3,000万(元),内蒙古自治区呼和浩特市赛罕区黄合少镇集贤村,一次性使用医用口罩,内械注准20202140033
内蒙古博康医疗科技发展股份有限公司,3,000万(元),内蒙古自治区呼和浩特市赛罕区黄合少镇集贤村,医用外科口罩,内械注准20202140031
内蒙古博康医疗科技发展股份有限公司,3,000万(元),内蒙古自治区呼和浩特市赛罕区黄合少镇集贤村,医用外科口罩,内械注准20202140030
内蒙古医养乐医疗科技有限公司,1,000万(元),内蒙古自治区锡林郭勒盟西乌珠穆沁旗巴拉嘎尔高勒镇扎那胡硕街工业园区,一次性使用医用口罩,内械注准20202140039
内蒙古医养乐医疗科技有限公司,1,000万(元),内蒙古自治区锡林郭勒盟西乌珠穆沁旗巴拉嘎尔高勒镇扎那胡硕街工业园区,医用外科口罩,内械注准20202140040
内蒙古匠仁医疗科技有限公司,500万(元),内蒙古自治区赤峰市红山区红山经济开发开发区拓佳电子产业园 17栋二层,医用外科口罩,内械注准20202140020
内蒙古匠仁医疗科技有限公司,500万(元),内蒙古自治区赤峰市红山区红山经济开发开发区拓佳电子产业园 17栋二层,一次性使用医用口罩,内械注准20202140019
内蒙古一机集团综企有限责任公司,1,733万(元),内蒙古自治区包头市青山区一机集团体育公园东排1号底店,一次性使用医用口罩,内械注准20202140037
兴安盟万合医疗器械有限责任公司,500万(元),内蒙古自治区兴安盟科尔沁右翼前旗观湖国际小区A01-1-5，科尔沁右翼前旗工业园区乌兰毛都路35号厂房,一次性使用医用口罩,内械注准20202140023
兴安盟万合医疗器械有限责任公司,500万(元),内蒙古自治区兴安盟科尔沁右翼前旗观湖国际小区A01-1-5，科尔沁右翼前旗工业园区乌兰毛都路35号厂房,一次性使用医用口罩,内械注准20202140022
允汇科技（天津）有限公司,550万(元),天津市武清区汽车产业园天瑞路3号2幢103、104、203、204,一次性使用医用口罩,津械注准20202140854
允汇科技（天津）有限公司,550万(元),天津市武清区汽车产业园天瑞路3号2幢103、104、203、204,一次性医用外科口罩,津械注准20202140855
保定市思瑞医疗器械制造有限公司,500万(元),保定市满城区东外环,一次性使用医用口罩,冀械注准20202140078
保定市思瑞医疗器械制造有限公司,500万(元),保定市满城区东外环,一次性使用医用口罩,冀械注准20202140058
依文服饰股份有限公司,13,500万(元),北京市丰台区航丰路8号院2号楼三层,一次性使用医用口罩,京械注准20202140086
佛山市顺德区康正卫生材料有限公司,100万(元),佛山市顺德区北滘镇北滘社区居民委员会环镇东路南1号之三十七,医用外科口罩,粤械注准20152640214（变更文件）
佛山市顺德区康正卫生材料有限公司,100万(元),佛山市顺德区北滘镇北滘社区居民委员会环镇东路南1号之三十七,医用外科口罩,粤械注准20152140214
佛山市康复医疗设备厂,50万(元),佛山市高明区荷城街道富湾高富一路,医用外科口罩,粤械注准20172641484
佛山市康复医疗设备厂,50万(元),佛山市高明区荷城街道富湾高富一路,一次性使用医用口罩,粤械注准20152641443
佛山市南海康得福医疗用品有限公司,190万(美元),广东省佛山市南海区九江镇沙头石江工业区,医用外科口罩,粤械注准20182140817
佑华制药（乐山）有限公司,9,100万(元),四川省乐山高新区临江北路2号,一次性使用医用口罩,川械注应急准20202140035
伍连德卫医疗科技(福建)有限公司,1,000万(元),福建省泉州经济技术开发区雅泰路79号厂房A102第五层-2,一次性使用医用口罩(非无菌型),闽械注准20202140147（临时）
